Timestamp,Event,Content,Touchpoint,Location,PunctuationInSentece,NumberOfWords,NumberOfCharacters,SelectedButtonIndex,FullSentece,TimeSpan,IdentificationTags,LocationTags
27:42.0,sentence-prediction[3]-updated,day to day,,"70,410",N,3,0,0,but what happens after and day to day,,"person1, person7, person6, person4, person2, Unknown, person3, person5, person8","location2, location4, location8, location5, lcoation1, lovation7, location3, location6"
27:42.0,sentence-prediction[4]-updated,development,,"200,195",N,1,0,0,but we are now in a new era of app development,,"Unknown, person3, person5, person7, person4, person1, person2, person8, person6","location8, location6, lcoation1, location2, location5, location3, lovation7, location4"
27:42.1,word-prediction[1]-updated,dm,,"650,623",,0,0,0,,,,
27:42.1,word-prediction[2]-updated,deal,,"200,130",,0,0,0,,,,
27:42.1,word-prediction[3]-updated,dig,,"650,195",,0,0,0,,,,
27:42.1,word-prediction[4]-updated,drive,,"290,130",,0,0,0,,,,
27:43.6,Letter-button-selected,w,"184,297.50","110,260",,0,0,0,,,,
27:43.6,output-updated,but i can dw,,,,0,0,0,,,,
27:43.7,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
27:43.7,word-prediction[1]-updated,dwight,,"650,195",,0,0,0,,,,
27:43.8,word-prediction[2]-updated,dwell,,"200,195",,0,0,0,,,,
27:43.8,word-prediction[3]-updated,dwelling,,"200,130",,0,0,0,,,,
27:43.8,word-prediction[4]-updated,dwts,,"380,195",,0,0,0,,,,
27:47.0,BackSpace-button-selected,BackSpace,"1,160,296","1,120,260",,0,0,0,,,,
27:47.0,output-updated,but i can d,,,,0,0,0,,,,
27:47.1,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
27:47.1,sentence-prediction[1]-updated,do for you?,,"740,195",Y,3,0,0,what can i do for you?,,"person4, person1, person6, person2, person5, Unknown, person3, person7, person8","location2, location5, location6, location4, lcoation1, location8, lovation7, location3"
27:47.1,sentence-prediction[2]-updated,do numbers,,"740,130",N,2,0,0,but i have worked out how to do numbers,,"Unknown, person1, person5, person4, person3, person7, person2, person6, person8","lovation7, location5, lcoation1, location6, location4, location2, location8, location3"
27:47.1,sentence-prediction[3]-updated,day to day,,"70,410",N,3,0,0,but what happens after and day to day,,"person1, person7, person6, person4, person2, Unknown, person3, person5, person8","location2, location4, location8, location5, lcoation1, lovation7, location3, location6"
27:47.2,sentence-prediction[4]-updated,development,,"200,195",N,1,0,0,but we are now in a new era of app development,,"Unknown, person3, person5, person7, person4, person1, person2, person8, person6","location8, location6, lcoation1, location2, location5, location3, lovation7, location4"
27:47.2,word-prediction[1]-updated,dm,,"650,623",,0,0,0,,,,
27:47.2,word-prediction[2]-updated,deal,,"200,130",,0,0,0,,,,
27:47.2,word-prediction[3]-updated,dig,,"650,195",,0,0,0,,,,
27:47.2,word-prediction[4]-updated,drive,,"290,130",,0,0,0,,,,
27:48.6,Letter-button-selected,w,"168,276.50","110,260",,0,0,0,,,,
27:48.6,output-updated,but i can dw,,,,0,0,0,,,,
27:48.7,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
27:48.8,word-prediction[1]-updated,dwight,,"650,195",,0,0,0,,,,
27:48.8,word-prediction[2]-updated,dwell,,"200,195",,0,0,0,,,,
27:48.8,word-prediction[3]-updated,dwelling,,"200,130",,0,0,0,,,,
27:48.8,word-prediction[4]-updated,dwts,,"380,195",,0,0,0,,,,
27:55.4,BackSpace-button-selected,BackSpace,"1,203,324.50","1,120,260",,0,0,0,,,,
27:55.4,output-updated,but i can d,,,,0,0,0,,,,
27:55.6,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
27:55.6,sentence-prediction[1]-updated,do for you?,,"740,195",Y,3,0,0,what can i do for you?,,"person4, person1, person6, person2, person5, Unknown, person3, person7, person8","location2, location5, location6, location4, lcoation1, location8, lovation7, location3"
27:55.6,sentence-prediction[2]-updated,do numbers,,"740,130",N,2,0,0,but i have worked out how to do numbers,,"Unknown, person1, person5, person4, person3, person7, person2, person6, person8","lovation7, location5, lcoation1, location6, location4, location2, location8, location3"
27:55.6,sentence-prediction[3]-updated,day to day,,"70,410",N,3,0,0,but what happens after and day to day,,"person1, person7, person6, person4, person2, Unknown, person3, person5, person8","location2, location4, location8, location5, lcoation1, lovation7, location3, location6"
27:55.6,sentence-prediction[4]-updated,development,,"200,195",N,1,0,0,but we are now in a new era of app development,,"Unknown, person3, person5, person7, person4, person1, person2, person8, person6","location8, location6, lcoation1, location2, location5, location3, lovation7, location4"
27:55.7,word-prediction[1]-updated,dm,,"650,623",,0,0,0,,,,
27:55.7,word-prediction[2]-updated,deal,,"200,130",,0,0,0,,,,
27:55.7,word-prediction[3]-updated,dig,,"650,195",,0,0,0,,,,
27:55.7,word-prediction[4]-updated,drive,,"290,130",,0,0,0,,,,
28:01.9,Letter-button-selected,e,"261,329.50","200,260",,0,0,0,,,,
28:01.9,output-updated,but i can de,,,,0,0,0,,,,
28:02.1,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
28:02.1,sentence-prediction[1]-updated,deal with the issue of users who seldom pick up the predictions,,"70,410",N,12,0,0,and we are trying to deal with the issue of users who seldom pick up the predictions,,"person4, person6, person1, person7, person5, person2, Unknown, person3","location4, lovation7, location6, lcoation1, location3, location8, location5, location2"
28:02.1,sentence-prediction[2]-updated,development,,"380,623",N,1,0,0,but we are now in a new era of app development,,"Unknown, person3, person5, person7, person4, person1, person2, person8, person6","location8, location6, lcoation1, location2, location5, location3, lovation7, location4"
28:02.1,sentence-prediction[3]-updated,depends on learning how the system works,,"830,195",N,7,0,0,but we think it depends on learning how the system works,,"person1, person6, person5, Unknown, person3, person2, person7, person4, person8","location2, lovation7, location4, location8, location5, location6, lcoation1, location3"
28:02.1,sentence-prediction[4]-updated,deploy the rest of the labs,,"830,130",N,6,0,0,i need to go and deploy the rest of the labs,,"person4, person1, person6, person2, person5, Unknown, person3, person7, person8","location2, location5, location6, location4, lcoation1, location8, lovation7, location3"
28:02.2,sentence-prediction[5]-updated,demonstrate ace lp to is gobsmacked,,"650,623",N,6,0,0,everybody i demonstrate ace lp to is gobsmacked,,"Unknown, person1, person5, person4, person3, person7, person2, person6","lovation7, location5, lcoation1, location6, location4, location2, location8, location3"
28:02.2,word-prediction[1]-updated,definitely,,"340,345",,0,0,0,,,,
28:02.2,word-prediction[2]-updated,decide,,"290,558",,0,0,0,,,,
28:02.2,word-prediction[3]-updated,deliver,,"790,345",,0,0,0,,,,
28:02.2,word-prediction[4]-updated,determine,,"380,130",,0,0,0,,,,
28:04.1,Sentence-prediction[5]-selected,demonstrate,"752.5,637.5",,N,6,0,1,demonstrate ace lp to is gobsmacked,,,
28:04.1,output-updated,but i can demonstrate ,,,,0,0,0,,,,
28:04.2,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
28:04.3,sentence-prediction[1]-updated,ace lp to is gobsmacked,,"70,410",N,5,0,0,everybody i demonstrate ace lp to is gobsmacked,,"Unknown, person1, person5, person4, person3, person7, person2, person6","lovation7, location5, lcoation1, location6, location4, location2, location8, location3"
28:04.3,word-prediction[1]-updated,that,,"380,195",,0,0,0,,,,
28:04.3,word-prediction[2]-updated,the,,"380,130",,0,0,0,,,,
28:04.3,word-prediction[3]-updated,how,,"520,410",,0,0,0,,,,
28:04.4,word-prediction[4]-updated,a,,"70,345",,0,0,0,,,,
28:06.1,word-prediction[3]-selected,how,"535,453.50","520,410",,0,0,0,,,,
28:06.1,output-updated,but i can demonstrate how ,,,,0,0,0,,,,
28:06.2,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
28:06.3,sentence-prediction[1]-updated,slow compared to speaking rates,,"160,410",N,5,0,0,but you can see how slow compared to speaking rates,,"person1, person7, person3, person2, person4, person5, Unknown, person6, person8","location2, lovation7, lcoation1, location6, location8, location5, location3, location4"
28:06.3,sentence-prediction[2]-updated,to do numbers,,"380,195",N,3,0,0,but i have worked out how to do numbers,,"Unknown, person1, person5, person4, person3, person7, person2, person6, person8","lovation7, location5, lcoation1, location6, location4, location2, location8, location3"
28:06.3,sentence-prediction[3]-updated,our system can be used to enter text very quickly and with ease,,"740,195",N,13,0,0,we are very proud of how our system can be used to enter text very quickly and with ease,,"person1, Unknown, person3, person7, person2, person5, person4, person6, person8","location2, location3, lcoation1, location5, location6, location4, location8, lovation7"
28:06.3,sentence-prediction[4]-updated,many small steps into most buildings,,"650,623",N,6,0,0,but it is so wierd how many small steps into most buildings,,"person2, person4, Unknown, person1, person6, person3, person7, person5, person8","lcoation1, location5, location6, location3, location8, lovation7, location2, location4"
28:06.3,sentence-prediction[5]-updated,much i will enjoy using this system,,"650,558",N,7,0,0,i wonder how much i will enjoy using this system,,"person2, person4, person1, person3, person5, person7, Unknown, person6, person8","lovation7, location2, location8, location5, lcoation1, location6, location4, location3"
28:06.3,word-prediction[1]-updated,the,,"380,130",,0,0,0,,,,
28:06.4,word-prediction[2]-updated,i,,"650,195",,0,0,0,,,,
28:06.4,word-prediction[3]-updated,do,,"250,345",,0,0,0,,,,
28:06.4,word-prediction[4]-updated,you,,"470,130",,0,0,0,,,,
28:08.5,word-prediction[2]-selected,i,"695,242.50","650,195",,0,0,0,,,,
28:08.6,output-updated,but i can demonstrate how i ,,,,0,0,0,,,,
28:08.7,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
28:08.7,sentence-prediction[1]-updated,have worked out how to do numbers,,"520,410",N,7,0,0,but i have worked out how to do numbers,,"Unknown, person1, person5, person4, person3, person7, person2, person6, person8","lovation7, location5, lcoation1, location6, location4, location2, location8, location3"
28:08.7,sentence-prediction[2]-updated,wonder how much i will enjoy using this system,,"110,195",N,9,0,0,i wonder how much i will enjoy using this system,,"person2, person4, person1, person3, person5, person7, Unknown, person6, person8","lovation7, location2, location8, location5, lcoation1, location6, location4, location3"
28:08.8,sentence-prediction[3]-updated,think my using it slower than other people proves that i don't do it,,"380,130",N,14,0,0,but i think my using it slower than other people proves that i don't do it,,"Unknown, person1, person5, person4, person3, person7, person2, person6, person8","lovation7, location5, lcoation1, location6, location4, location2, location8, location3"
28:08.8,sentence-prediction[4]-updated,can get either words or sentences that i have used before,,"290,623",N,11,0,0,so i can get either words or sentences that i have used before,,"person1, person6, person5, Unknown, person3, person2, person7, person4, person8","location2, lovation7, location4, location8, location5, location6, lcoation1, location3"
28:08.8,sentence-prediction[5]-updated,can pick up full sentences,,"290,558",N,5,0,0,i can pick up full sentences,,"person7, person6, person2, Unknown, person1, person5, person4, person3, person8","lovation7, location8, location6, lcoation1, location3, location4, location2, location5"
28:08.8,word-prediction[1]-updated,feel,,"340,345",,0,0,0,,,,
28:08.8,word-prediction[2]-updated,love,,"790,345",,0,0,0,,,,
28:08.8,word-prediction[3]-updated,was,,"110,130",,0,0,0,,,,
28:08.8,word-prediction[4]-updated,am,,"70,410",,0,0,0,,,,
28:12.3,Sentence-prediction[4]-selected,can get either words or sentences that i have used before,"1099.5,667",,N,11,0,11,can get either words or sentences that i have used before,,,
28:12.3,output-updated,but i can demonstrate how i can get either words or sentences that i have used before ,,,,0,0,0,,,,
28:12.4,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
28:12.5,word-prediction[1]-updated,the,,"380,195",,0,0,0,,,,
28:12.5,word-prediction[2]-updated,i,,"650,195",,0,0,0,,,,
28:12.5,word-prediction[3]-updated,you,,"470,195",,0,0,0,,,,
28:12.5,word-prediction[4]-updated,he,,"520,410",,0,0,0,,,,
28:14.3,sentence-added-to-database,but i can demonstrate how i can get either words or sentences that i have used before,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
28:14.3,TTS-button-selected,but i can demonstrate how i can get either words or sentences that i have used before ,"1,040,746.50","960,688",,0,0,0,,,,
28:14.3,words-per-minute-value_word_count,24.11,,,,17,0,0,but i can demonstrate how i can get either words or sentences that i have used before,0.70506,,
28:14.3,words-per-minute-value_character_count,23.83,,,,0,85,0,but i can demonstrate how i can get either words or sentences that i have used before,0.70506,,
28:21.8,Clear-button-selected,Clear,"1005.5,534.5","960,475",,0,0,0,,,,
28:21.8,words-per-minute-value_word_count,24.11,,,,17,0,0,but i can demonstrate how i can get either words or sentences that i have used before,0.70506,,
28:21.8,words-per-minute-value_character_count,23.83,,,,0,85,0,but i can demonstrate how i can get either words or sentences that i have used before,0.70506,,
